instant,dateday,season,year,month,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,kategori_suhu
440,2012-03-15,Spring,2012,Mar,Thursday,Clear,22.857499999999998,0.532825,57.958299999999994,0.149883,1005,5187,6192,Sedang
441,2012-03-16,Spring,2012,Mar,Friday,Misty,17.869153,0.436229,84.20830000000001,0.113192,548,3830,4378,Sedang
442,2012-03-17,Spring,2012,Mar,Saturday,Misty,21.080847000000002,0.505046,75.5833,0.110704,3155,4681,7836,Sedang
443,2012-03-18,Spring,2012,Mar,Sunday,Misty,19.3725,0.464,81.0,0.126883,2207,3685,5892,Sedang
444,2012-03-19,Spring,2012,Mar,Monday,Clear,22.345000000000002,0.532821,72.875,0.162317,982,5171,6153,Sedang
445,2012-03-20,Spring,2012,Mar,Tuesday,Clear,22.994153,0.538533,80.7917,0.121271,1051,5042,6093,Sedang
446,2012-03-21,Summer,2012,Mar,Wednesday,Misty,21.798347,0.513258,82.125,0.0895583,1122,5108,6230,Sedang
447,2012-03-22,Summer,2012,Mar,Thursday,Clear,22.720847,0.531567,83.125,0.117562,1334,5537,6871,Sedang
448,2012-03-23,Summer,2012,Mar,Friday,Misty,24.668346999999997,0.570067,69.41669999999999,0.1163,2469,5893,8362,Sedang
449,2012-03-24,Summer,2012,Mar,Saturday,Misty,20.6025,0.486733,88.5417,0.192783,1033,2339,3372,Sedang
450,2012-03-25,Summer,2012,Mar,Sunday,Misty,17.9375,0.437488,88.0833,0.220775,1532,3464,4996,Sedang
451,2012-03-26,Summer,2012,Mar,Monday,Clear,18.279153,0.43875,47.7917,0.386821,795,4763,5558,Sedang
452,2012-03-27,Summer,2012,Mar,Tuesday,Clear,13.256653,0.315654,28.999999999999996,0.187192,531,4571,5102,Panas
453,2012-03-28,Summer,2012,Mar,Wednesday,Clear,19.850847,0.47095,48.125,0.291671,674,5024,5698,Sedang
454,2012-03-29,Summer,2012,Mar,Thursday,Clear,20.260847000000002,0.482304,43.9167,0.31965,834,5299,6133,Sedang
455,2012-03-30,Summer,2012,Mar,Friday,Misty,15.17,0.375621,58.0833,0.138067,796,4663,5459,Sedang
456,2012-03-31,Summer,2012,Mar,Saturday,Misty,17.390847,0.421708,73.83330000000001,0.250617,2301,3934,6235,Sedang
457,2012-04-01,Summer,2012,Apr,Sunday,Misty,17.459153,0.417287,67.625,0.172267,2347,3694,6041,Sedang
458,2012-04-02,Summer,2012,Apr,Monday,Clear,17.790433,0.427513,50.4348,0.312139,1208,4728,5936,Sedang
459,2012-04-03,Summer,2012,Apr,Tuesday,Clear,19.133347,0.461483,39.6667,0.100133,1348,5424,6772,Sedang
460,2012-04-04,Summer,2012,Apr,Wednesday,Clear,22.208347,0.53345,46.958299999999994,0.180975,1058,5378,6436,Sedang
461,2012-04-05,Summer,2012,Apr,Thursday,Clear,17.835,0.431163,37.416700000000006,0.219529,1192,5265,6457,Sedang
462,2012-04-06,Summer,2012,Apr,Friday,Clear,16.536653,0.390767,37.7083,0.300388,1807,4653,6460,Sedang
463,2012-04-07,Summer,2012,Apr,Saturday,Clear,17.9375,0.426129,25.4167,0.274871,3252,3605,6857,Sedang
464,2012-04-08,Summer,2012,Apr,Sunday,Clear,20.5,0.492425,27.5833,0.232596,2230,2939,5169,Sedang
465,2012-04-09,Summer,2012,Apr,Monday,Clear,20.055847,0.476638,31.75,0.358196,905,4680,5585,Sedang
466,2012-04-10,Summer,2012,Apr,Tuesday,Clear,18.313347,0.436233,43.5,0.249375,819,5099,5918,Sedang
467,2012-04-11,Summer,2012,Apr,Wednesday,Clear,14.296536,0.337274,46.9565,0.295274,482,4380,4862,Sedang
468,2012-04-12,Summer,2012,Apr,Thursday,Clear,16.2975,0.387604,46.625,0.290429,663,4746,5409,Sedang
469,2012-04-13,Summer,2012,Apr,Friday,Clear,18.142500000000002,0.431808,40.8333,0.155471,1252,5146,6398,Sedang
470,2012-04-14,Summer,2012,Apr,Saturday,Clear,20.294999999999998,0.487996,50.29169999999999,0.190917,2795,4665,7460,Sedang
471,2012-04-15,Summer,2012,Apr,Sunday,Clear,24.873347,0.573875,50.79169999999999,0.225129,2846,4286,7132,Sedang
472,2012-04-16,Summer,2012,Apr,Monday,Clear,27.230846999999997,0.614925,56.166700000000006,0.284829,1198,5172,6370,Panas
473,2012-04-17,Summer,2012,Apr,Tuesday,Clear,24.941653000000002,0.598487,39.0417,0.273629,989,5702,6691,Sedang
474,2012-04-18,Summer,2012,Apr,Wednesday,Misty,18.996653,0.457038,56.9167,0.167912,347,4020,4367,Sedang
475,2012-04-19,Summer,2012,Apr,Thursday,Clear,20.431653,0.493046,61.25000000000001,0.0659292,846,5719,6565,Sedang
476,2012-04-20,Summer,2012,Apr,Friday,Clear,21.593347,0.515775,69.4583,0.149871,1340,5950,7290,Sedang
477,2012-04-21,Summer,2012,Apr,Saturday,Clear,23.369999999999997,0.542921,68.2917,0.283587,2541,4083,6624,Sedang
478,2012-04-22,Summer,2012,Apr,Sunday,Light Rain,16.263347,0.389504,83.54169999999999,0.344546,120,907,1027,Sedang
479,2012-04-23,Summer,2012,Apr,Monday,Misty,13.188346999999998,0.301125,76.66669999999999,0.303496,195,3019,3214,Panas
480,2012-04-24,Summer,2012,Apr,Tuesday,Clear,16.946653,0.405283,45.4167,0.249383,518,5115,5633,Sedang
481,2012-04-25,Summer,2012,Apr,Wednesday,Clear,19.543347,0.470317,42.7917,0.118792,655,5541,6196,Sedang
482,2012-04-26,Summer,2012,Apr,Thursday,Misty,20.431653,0.483583,75.66669999999999,0.176625,475,4551,5026,Sedang
483,2012-04-27,Summer,2012,Apr,Friday,Clear,18.7575,0.452637,40.0833,0.347633,1014,5219,6233,Sedang
484,2012-04-28,Summer,2012,Apr,Saturday,Misty,15.443347,0.377504,48.9583,0.129975,1120,3100,4220,Sedang
485,2012-04-29,Summer,2012,Apr,Sunday,Clear,18.791653,0.450121,58.7083,0.116908,2229,4075,6304,Sedang
486,2012-04-30,Summer,2012,Apr,Monday,Misty,19.030847,0.457696,56.99999999999999,0.171638,665,4907,5572,Sedang
487,2012-05-01,Summer,2012,May,Tuesday,Misty,25.146653,0.577021,65.95830000000001,0.156096,653,5087,5740,Sedang
488,2012-05-02,Summer,2012,May,Wednesday,Clear,23.130847,0.537896,79.7083,0.138058,667,5502,6169,Sedang
489,2012-05-03,Summer,2012,May,Thursday,Misty,22.96,0.537242,76.83330000000001,0.133696,764,5657,6421,Sedang
490,2012-05-04,Summer,2012,May,Friday,Clear,25.7275,0.590917,73.54169999999999,0.162938,1069,5227,6296,Sedang
491,2012-05-05,Summer,2012,May,Saturday,Misty,25.488346999999997,0.584608,75.66669999999999,0.152992,2496,4387,6883,Sedang
492,2012-05-06,Summer,2012,May,Sunday,Misty,23.0625,0.546737,74.0,0.149879,2135,4224,6359,Sedang
493,2012-05-07,Summer,2012,May,Monday,Misty,22.037499999999998,0.527142,66.41669999999999,0.230721,1008,5265,6273,Sedang
494,2012-05-08,Summer,2012,May,Tuesday,Misty,23.848347,0.557471,68.58330000000001,0.296029,738,4990,5728,Sedang
495,2012-05-09,Summer,2012,May,Wednesday,Misty,23.575,0.553025,74.4167,0.216412,620,4097,4717,Sedang
496,2012-05-10,Summer,2012,May,Thursday,Clear,20.739152999999998,0.491783,55.2083,0.314063,1026,5546,6572,Sedang
497,2012-05-11,Summer,2012,May,Friday,Clear,21.866653,0.520833,36.0417,0.236937,1319,5711,7030,Sedang
498,2012-05-12,Summer,2012,May,Saturday,Clear,23.130847,0.544817,48.0417,0.123133,2622,4807,7429,Sedang
499,2012-05-13,Summer,2012,May,Sunday,Clear,25.1125,0.585238,57.62500000000001,0.225117,2172,3946,6118,Sedang
500,2012-05-14,Summer,2012,May,Monday,Misty,23.506653,0.5499,78.95830000000001,0.212692,342,2501,2843,Sedang
501,2012-05-15,Summer,2012,May,Tuesday,Misty,25.078346999999997,0.576404,79.45830000000001,0.147392,625,4490,5115,Sedang
502,2012-05-16,Summer,2012,May,Wednesday,Clear,26.103347,0.595975,69.7917,0.122512,991,6433,7424,Sedang
503,2012-05-17,Summer,2012,May,Thursday,Clear,24.326653,0.572613,52.0,0.229475,1242,6142,7384,Sedang
504,2012-05-18,Summer,2012,May,Friday,Clear,23.130847,0.551121,52.33330000000001,0.136817,1521,6118,7639,Sedang
505,2012-05-19,Summer,2012,May,Saturday,Clear,24.599999999999998,0.566908,45.625,0.083975,3410,4884,8294,Sedang
506,2012-05-20,Summer,2012,May,Sunday,Clear,25.454152999999998,0.583967,53.041700000000006,0.254367,2704,4425,7129,Sedang
507,2012-05-21,Summer,2012,May,Monday,Misty,24.531653,0.565667,81.125,0.233204,630,3729,4359,Sedang
508,2012-05-22,Summer,2012,May,Tuesday,Misty,25.215,0.580825,76.5833,0.118167,819,5254,6073,Sedang
509,2012-05-23,Summer,2012,May,Wednesday,Misty,25.488346999999997,0.584612,77.45830000000001,0.102,766,4494,5260,Sedang
510,2012-05-24,Summer,2012,May,Thursday,Clear,26.855,0.6067,71.6667,0.172896,1059,5711,6770,Sedang
511,2012-05-25,Summer,2012,May,Friday,Clear,27.880000000000003,0.627529,74.70830000000001,0.14055,1417,5317,6734,Panas
512,2012-05-26,Summer,2012,May,Saturday,Clear,28.392500000000002,0.642696,73.25,0.198992,2855,3681,6536,Panas
513,2012-05-27,Summer,2012,May,Sunday,Clear,28.29,0.641425,69.7083,0.215171,3283,3308,6591,Panas
514,2012-05-28,Summer,2012,May,Monday,Clear,29.212500000000002,0.6793,67.625,0.196521,2557,3486,6043,Panas
515,2012-05-29,Summer,2012,May,Tuesday,Clear,29.622500000000002,0.672992,68.45830000000001,0.2954,880,4863,5743,Panas
516,2012-05-30,Summer,2012,May,Wednesday,Misty,26.923347,0.611129,67.0,0.134329,745,6110,6855,Sedang
517,2012-05-31,Summer,2012,May,Thursday,Clear,27.880000000000003,0.631329,49.2917,0.195279,1100,6238,7338,Panas
518,2012-06-01,Summer,2012,Jun,Friday,Misty,26.820847,0.607962,75.5417,0.237563,533,3594,4127,Sedang
519,2012-06-02,Summer,2012,Jun,Saturday,Clear,23.916653,0.566288,54.9167,0.186562,2795,5325,8120,Sedang
520,2012-06-03,Summer,2012,Jun,Sunday,Clear,24.7025,0.575133,49.3333,0.184087,2494,5147,7641,Sedang
521,2012-06-04,Summer,2012,Jun,Monday,Clear,24.497500000000002,0.578283,48.7083,0.284833,1071,5927,6998,Sedang
522,2012-06-05,Summer,2012,Jun,Tuesday,Misty,22.174153,0.525892,61.3333,0.209575,968,6033,7001,Sedang
523,2012-06-06,Summer,2012,Jun,Wednesday,Clear,22.720847,0.542292,61.12499999999999,0.077125,1027,6028,7055,Sedang
524,2012-06-07,Summer,2012,Jun,Thursday,Clear,24.7025,0.569442,56.7083,0.15735,1038,6456,7494,Sedang
525,2012-06-08,Summer,2012,Jun,Friday,Clear,26.615847000000002,0.597862,46.791700000000006,0.175383,1488,6248,7736,Sedang
526,2012-06-09,Summer,2012,Jun,Saturday,Clear,29.144153000000003,0.648367,43.7083,0.144287,2708,4790,7498,Panas
527,2012-06-10,Summer,2012,Jun,Sunday,Clear,29.793346999999997,0.663517,53.833299999999994,0.133721,2224,4374,6598,Panas
528,2012-06-11,Summer,2012,Jun,Monday,Misty,29.554153,0.659721,58.791700000000006,0.207713,1017,5647,6664,Panas
529,2012-06-12,Summer,2012,Jun,Tuesday,Misty,26.786653,0.597875,83.3333,0.214546,477,4495,4972,Sedang
530,2012-06-13,Summer,2012,Jun,Wednesday,Clear,26.889153,0.611117,58.2083,0.343279,1173,6248,7421,Sedang
531,2012-06-14,Summer,2012,Jun,Thursday,Clear,26.581653000000003,0.624383,56.958299999999994,0.253733,1180,6183,7363,Sedang
532,2012-06-15,Summer,2012,Jun,Friday,Clear,26.205847000000002,0.599754,58.958299999999994,0.176617,1563,6102,7665,Sedang
533,2012-06-16,Summer,2012,Jun,Saturday,Clear,25.898346999999998,0.594708,50.416700000000006,0.166667,2963,4739,7702,Sedang
534,2012-06-17,Summer,2012,Jun,Sunday,Clear,24.2925,0.571975,59.875,0.144904,2634,4344,6978,Sedang
535,2012-06-18,Summer,2012,Jun,Monday,Misty,23.301652999999998,0.544842,77.79169999999999,0.174746,653,4446,5099,Sedang
536,2012-06-19,Summer,2012,Jun,Tuesday,Clear,28.221653,0.654692,69.0,0.148017,968,5857,6825,Panas
537,2012-06-20,Summer,2012,Jun,Wednesday,Clear,32.082499999999996,0.720975,59.2083,0.113812,872,5339,6211,Panas
538,2012-06-21,Fall,2012,Jun,Thursday,Clear,33.039153,0.752542,56.7917,0.118787,778,5127,5905,Panas
539,2012-06-22,Fall,2012,Jun,Friday,Clear,31.877499999999998,0.724121,57.375,0.182842,964,4859,5823,Panas
540,2012-06-23,Fall,2012,Jun,Saturday,Clear,29.998347,0.652792,53.4583,0.179721,2657,4801,7458,Panas
541,2012-06-24,Fall,2012,Jun,Sunday,Clear,30.476653000000002,0.674254,47.9167,0.145525,2551,4340,6891,Panas
542,2012-06-25,Fall,2012,Jun,Monday,Clear,29.349153,0.654042,50.416700000000006,0.300383,1139,5640,6779,Panas
543,2012-06-26,Fall,2012,Jun,Tuesday,Clear,25.864152999999998,0.594704,37.3333,0.347642,1077,6365,7442,Sedang
544,2012-06-27,Fall,2012,Jun,Wednesday,Clear,28.5975,0.640792,36.0,0.271775,1077,6258,7335,Panas
545,2012-06-28,Fall,2012,Jun,Thursday,Clear,30.715847,0.675512,42.25,0.17165,921,5958,6879,Panas
546,2012-06-29,Fall,2012,Jun,Friday,Clear,34.200847,0.786613,48.875,0.165417,829,4634,5463,Panas
547,2012-06-30,Fall,2012,Jun,Saturday,Clear,31.365000000000002,0.687508,60.12499999999999,0.161071,1455,4232,5687,Panas
548,2012-07-01,Fall,2012,Jul,Sunday,Clear,33.449153,0.750629,51.87500000000001,0.168529,1421,4110,5531,Panas
549,2012-07-02,Fall,2012,Jul,Monday,Clear,32.048347,0.702038,44.7083,0.195267,904,5323,6227,Panas
550,2012-07-03,Fall,2012,Jul,Tuesday,Clear,32.014153,0.70265,49.2083,0.126237,1052,5608,6660,Panas
551,2012-07-04,Fall,2012,Jul,Wednesday,Clear,32.355847,0.732337,53.87499999999999,0.13495,2562,4841,7403,Panas
552,2012-07-05,Fall,2012,Jul,Thursday,Clear,33.9275,0.761367,45.7917,0.194029,1405,4836,6241,Panas
553,2012-07-06,Fall,2012,Jul,Friday,Clear,33.961653,0.752533,45.0833,0.146142,1366,4841,6207,Panas
554,2012-07-07,Fall,2012,Jul,Saturday,Clear,35.328347,0.804913,49.2083,0.163554,1448,3392,4840,Panas
555,2012-07-08,Fall,2012,Jul,Sunday,Clear,33.722500000000004,0.790396,57.375,0.125629,1203,3469,4672,Panas
556,2012-07-09,Fall,2012,Jul,Monday,Misty,29.144153000000003,0.654054,68.3333,0.180975,998,5571,6569,Panas
557,2012-07-10,Fall,2012,Jul,Tuesday,Misty,29.554153,0.664796,66.75,0.151737,954,5336,6290,Panas
558,2012-07-11,Fall,2012,Jul,Wednesday,Clear,29.383347,0.650271,63.3333,0.151733,975,6289,7264,Panas
559,2012-07-12,Fall,2012,Jul,Thursday,Clear,29.349153,0.654683,52.9583,0.146775,1032,6414,7446,Panas
560,2012-07-13,Fall,2012,Jul,Friday,Misty,29.998347,0.667933,48.5833,0.08085,1511,5988,7499,Panas
561,2012-07-14,Fall,2012,Jul,Saturday,Misty,28.836653,0.666042,69.91669999999999,0.143679,2355,4614,6969,Panas
562,2012-07-15,Fall,2012,Jul,Sunday,Clear,30.579152999999998,0.705196,71.7917,0.166667,1920,4111,6031,Panas
563,2012-07-16,Fall,2012,Jul,Monday,Clear,31.296653000000003,0.724125,64.5,0.164187,1088,5742,6830,Panas
564,2012-07-17,Fall,2012,Jul,Tuesday,Clear,33.551653,0.755683,50.583299999999994,0.114429,921,5865,6786,Panas
565,2012-07-18,Fall,2012,Jul,Wednesday,Clear,32.526652999999996,0.745583,57.7083,0.137442,799,4914,5713,Panas
566,2012-07-19,Fall,2012,Jul,Thursday,Clear,31.57,0.714642,60.0417,0.165429,888,5703,6591,Panas
567,2012-07-20,Fall,2012,Jul,Friday,Misty,27.299153,0.613025,84.4167,0.208967,747,5123,5870,Panas
568,2012-07-21,Fall,2012,Jul,Saturday,Light Rain,24.429153,0.549912,86.5417,0.2133,1264,3195,4459,Sedang
569,2012-07-22,Fall,2012,Jul,Sunday,Misty,27.3675,0.623125,76.25,0.0939208,2544,4866,7410,Panas
570,2012-07-23,Fall,2012,Jul,Monday,Clear,30.408347,0.690017,69.41669999999999,0.138683,1135,5831,6966,Panas
571,2012-07-24,Fall,2012,Jul,Tuesday,Clear,30.784153,0.70645,65.5,0.211454,1140,6452,7592,Panas
572,2012-07-25,Fall,2012,Jul,Wednesday,Clear,29.690847,0.654054,45.0,0.1648,1383,6790,8173,Panas
573,2012-07-26,Fall,2012,Jul,Thursday,Clear,31.843347,0.739263,59.66669999999999,0.284813,1036,5825,6861,Panas
574,2012-07-27,Fall,2012,Jul,Friday,Clear,32.048347,0.734217,59.458299999999994,0.152992,1259,5645,6904,Panas
575,2012-07-28,Fall,2012,Jul,Saturday,Clear,30.989152999999998,0.697604,61.3333,0.15735,2234,4451,6685,Panas
576,2012-07-29,Fall,2012,Jul,Sunday,Clear,29.588347,0.667933,62.375,0.170396,2153,4444,6597,Panas
577,2012-07-30,Fall,2012,Jul,Monday,Clear,29.964153,0.684987,66.875,0.153617,1040,6065,7105,Panas
578,2012-07-31,Fall,2012,Jul,Tuesday,Clear,29.246653,0.662896,70.41669999999999,0.165425,968,6248,7216,Panas
579,2012-08-01,Fall,2012,Aug,Wednesday,Clear,29.4175,0.667308,67.75,0.141179,1074,6506,7580,Panas
580,2012-08-02,Fall,2012,Aug,Thursday,Clear,30.8525,0.707088,65.95830000000001,0.129354,983,6278,7261,Panas
581,2012-08-03,Fall,2012,Aug,Friday,Misty,31.399153,0.722867,64.25,0.215792,1328,5847,7175,Panas
582,2012-08-04,Fall,2012,Aug,Saturday,Clear,32.526652999999996,0.751267,61.3333,0.257458,2345,4479,6824,Panas
583,2012-08-05,Fall,2012,Aug,Sunday,Clear,31.535847,0.731079,65.25,0.290421,1707,3757,5464,Panas
584,2012-08-06,Fall,2012,Aug,Monday,Misty,30.8525,0.710246,65.4167,0.129354,1233,5780,7013,Panas
585,2012-08-07,Fall,2012,Aug,Tuesday,Misty,30.169152999999998,0.697621,70.375,0.116908,1278,5995,7273,Panas
586,2012-08-08,Fall,2012,Aug,Wednesday,Misty,30.75,0.707717,67.29169999999999,0.1107,1263,6271,7534,Panas
587,2012-08-09,Fall,2012,Aug,Thursday,Clear,30.989152999999998,0.699508,62.0417,0.1561,1196,6090,7286,Panas
588,2012-08-10,Fall,2012,Aug,Friday,Misty,29.349153,0.667942,71.58330000000001,0.238813,1065,4721,5786,Panas
589,2012-08-11,Fall,2012,Aug,Saturday,Misty,28.392500000000002,0.638267,73.2917,0.206479,2247,4052,6299,Panas
590,2012-08-12,Fall,2012,Aug,Sunday,Clear,28.734153000000003,0.644579,53.041700000000006,0.122512,2182,4362,6544,Panas
591,2012-08-13,Fall,2012,Aug,Monday,Clear,29.554153,0.662254,54.541700000000006,0.136212,1207,5676,6883,Panas
592,2012-08-14,Fall,2012,Aug,Tuesday,Clear,29.793346999999997,0.676779,68.6667,0.169158,1128,5656,6784,Panas
593,2012-08-15,Fall,2012,Aug,Wednesday,Clear,28.973347,0.654037,61.9583,0.169771,1198,6149,7347,Panas
594,2012-08-16,Fall,2012,Aug,Thursday,Clear,29.485847,0.654688,51.916700000000006,0.141796,1338,6267,7605,Panas
595,2012-08-17,Fall,2012,Aug,Friday,Clear,29.656653,0.2424,57.0833,0.231354,1483,5665,7148,Panas
596,2012-08-18,Fall,2012,Aug,Saturday,Clear,27.811653,0.618071,60.3333,0.177867,2827,5038,7865,Panas
597,2012-08-19,Fall,2012,Aug,Sunday,Misty,26.069153,0.603554,71.1667,0.08645,1208,3341,4549,Sedang
598,2012-08-20,Fall,2012,Aug,Monday,Misty,26.069153,0.595967,73.4167,0.129979,1026,5504,6530,Sedang
599,2012-08-21,Fall,2012,Aug,Tuesday,Clear,26.615847000000002,0.601025,67.375,0.0727708,1081,5925,7006,Sedang
600,2012-08-22,Fall,2012,Aug,Wednesday,Clear,27.3675,0.621854,67.7083,0.0702833,1094,6281,7375,Panas
601,2012-08-23,Fall,2012,Aug,Thursday,Clear,28.529153,0.637008,63.5833,0.0845958,1363,6402,7765,Panas
602,2012-08-24,Fall,2012,Aug,Friday,Misty,28.802500000000002,0.6471,61.5,0.0721458,1325,6257,7582,Panas
603,2012-08-25,Fall,2012,Aug,Saturday,Misty,27.128347,0.618696,71.2917,0.244408,1829,4224,6053,Panas
604,2012-08-26,Fall,2012,Aug,Sunday,Misty,26.786653,0.595996,84.5833,0.228858,1483,3772,5255,Sedang
605,2012-08-27,Fall,2012,Aug,Monday,Clear,28.836653,0.654688,73.04169999999999,0.128733,989,5928,6917,Panas
606,2012-08-28,Fall,2012,Aug,Tuesday,Clear,29.861653,0.66605,62.0,0.190925,935,6105,7040,Panas
607,2012-08-29,Fall,2012,Aug,Wednesday,Clear,28.085,0.635733,55.2083,0.112562,1177,6520,7697,Panas
608,2012-08-30,Fall,2012,Aug,Thursday,Clear,28.973347,0.652779,59.0417,0.0771167,1172,6541,7713,Panas
609,2012-08-31,Fall,2012,Aug,Friday,Clear,31.330847000000002,0.6894,58.75,0.168533,1433,5917,7350,Panas
610,2012-09-01,Fall,2012,Sep,Saturday,Misty,30.886653000000003,0.702654,63.8333,0.113187,2352,3788,6140,Panas
611,2012-09-02,Fall,2012,Sep,Sunday,Misty,28.563347,0.649,81.5,0.0640708,2613,3197,5810,Panas
612,2012-09-03,Fall,2012,Sep,Monday,Clear,29.0075,0.661629,79.0833,0.151121,1965,4069,6034,Panas
613,2012-09-04,Fall,2012,Sep,Tuesday,Clear,29.759152999999998,0.686888,75.5,0.236321,867,5997,6864,Panas
614,2012-09-05,Fall,2012,Sep,Wednesday,Clear,30.203346999999997,0.708983,74.125,0.187808,832,6280,7112,Panas
615,2012-09-06,Fall,2012,Sep,Thursday,Misty,28.563347,0.655329,81.0417,0.142421,611,5592,6203,Panas
616,2012-09-07,Fall,2012,Sep,Friday,Clear,28.836653,0.657204,73.625,0.171646,1045,6459,7504,Panas
617,2012-09-08,Fall,2012,Sep,Saturday,Misty,27.025847,0.611121,79.91669999999999,0.281104,1557,4419,5976,Panas
618,2012-09-09,Fall,2012,Sep,Sunday,Clear,25.009999999999998,0.578925,54.75,0.224496,2570,5657,8227,Sedang
619,2012-09-10,Fall,2012,Sep,Monday,Clear,23.916653,0.565654,50.375,0.258713,1118,6407,7525,Sedang
620,2012-09-11,Fall,2012,Sep,Tuesday,Clear,23.677500000000002,0.554292,52.0,0.0920542,1070,6697,7767,Sedang
621,2012-09-12,Fall,2012,Sep,Wednesday,Clear,24.565847,0.570075,57.7083,0.131846,1050,6820,7870,Sedang
622,2012-09-13,Fall,2012,Sep,Thursday,Clear,25.1125,0.579558,63.708299999999994,0.0827208,1054,6750,7804,Sedang
623,2012-09-14,Fall,2012,Sep,Friday,Clear,25.966653,0.594083,67.25,0.103863,1379,6630,8009,Sedang
624,2012-09-15,Fall,2012,Sep,Saturday,Clear,24.941653000000002,0.585867,50.1667,0.247521,3160,5554,8714,Sedang
625,2012-09-16,Fall,2012,Sep,Sunday,Clear,23.779999999999998,0.563125,56.99999999999999,0.0901833,2166,5167,7333,Sedang
626,2012-09-17,Fall,2012,Sep,Monday,Misty,23.814153,0.55305,73.4583,0.151742,1022,5847,6869,Sedang
627,2012-09-18,Fall,2012,Sep,Tuesday,Misty,25.556653,0.565067,87.25,0.357587,371,3702,4073,Sedang
628,2012-09-19,Fall,2012,Sep,Wednesday,Clear,22.6525,0.540404,53.6667,0.215175,788,6803,7591,Sedang
629,2012-09-20,Fall,2012,Sep,Thursday,Clear,22.413347,0.532192,61.8333,0.118167,939,6781,7720,Sedang
630,2012-09-21,Fall,2012,Sep,Friday,Clear,24.565847,0.571971,66.875,0.154229,1250,6917,8167,Sedang
631,2012-09-22,Fall,2012,Sep,Saturday,Clear,26.650000000000002,0.610488,64.6667,0.283583,2512,5883,8395,Sedang
632,2012-09-23,Winter,2012,Sep,Sunday,Clear,21.695847,0.518933,46.7083,0.223258,2454,5453,7907,Sedang
633,2012-09-24,Winter,2012,Sep,Monday,Clear,21.080847000000002,0.502513,49.2917,0.142404,1001,6435,7436,Sedang
634,2012-09-25,Winter,2012,Sep,Tuesday,Clear,22.55,0.544179,56.99999999999999,0.236321,845,6693,7538,Sedang
635,2012-09-26,Winter,2012,Sep,Wednesday,Clear,26.035,0.596613,63.083299999999994,0.2444,787,6946,7733,Sedang
636,2012-09-27,Winter,2012,Sep,Thursday,Misty,26.650000000000002,0.607975,69.08330000000001,0.134342,751,6642,7393,Sedang
637,2012-09-28,Winter,2012,Sep,Friday,Misty,25.385847000000002,0.585863,69.0,0.164179,1045,6370,7415,Sedang
638,2012-09-29,Winter,2012,Sep,Saturday,Clear,22.2425,0.530296,54.2917,0.227604,2589,5966,8555,Sedang
639,2012-09-30,Winter,2012,Sep,Sunday,Clear,21.593347,0.517663,58.3333,0.134958,2015,4874,6889,Sedang
640,2012-10-01,Winter,2012,Oct,Monday,Misty,21.354153,0.512,64.9167,0.0908042,763,6015,6778,Sedang
641,2012-10-02,Winter,2012,Oct,Tuesday,Light Rain,24.224153,0.542333,87.16669999999999,0.104475,315,4324,4639,Sedang
642,2012-10-03,Winter,2012,Oct,Wednesday,Misty,26.9575,0.599133,79.375,0.0665458,728,6844,7572,Sedang
643,2012-10-04,Winter,2012,Oct,Thursday,Misty,26.9575,0.607975,72.2917,0.117546,891,6437,7328,Sedang
644,2012-10-05,Winter,2012,Oct,Friday,Clear,25.215,0.580187,62.74999999999999,0.10635,1516,6640,8156,Sedang
645,2012-10-06,Winter,2012,Oct,Saturday,Clear,22.720847,0.538521,66.41669999999999,0.268025,3031,4934,7965,Sedang
646,2012-10-07,Winter,2012,Oct,Sunday,Misty,17.049153,0.419813,70.8333,0.141162,781,2729,3510,Sedang
647,2012-10-08,Winter,2012,Oct,Monday,Misty,15.716652999999999,0.387608,70.9583,0.189679,874,4604,5478,Sedang
648,2012-10-09,Winter,2012,Oct,Tuesday,Misty,18.313347,0.438112,76.16669999999999,0.1903,601,5791,6392,Sedang
649,2012-10-10,Winter,2012,Oct,Wednesday,Clear,21.080847000000002,0.503142,63.083299999999994,0.187821,780,6911,7691,Sedang
650,2012-10-11,Winter,2012,Oct,Thursday,Clear,17.835,0.431167,46.3333,0.181596,834,6736,7570,Sedang
651,2012-10-12,Winter,2012,Oct,Friday,Clear,17.9375,0.433071,53.91669999999999,0.235092,1060,6222,7282,Sedang
652,2012-10-13,Winter,2012,Oct,Saturday,Clear,16.126653,0.391396,49.4583,0.146142,2252,4857,7109,Sedang
653,2012-10-14,Winter,2012,Oct,Sunday,Clear,21.388347,0.508204,64.0417,0.278612,2080,4559,6639,Sedang
654,2012-10-15,Winter,2012,Oct,Monday,Misty,23.028347,0.53915,70.75,0.296037,760,5115,5875,Sedang
655,2012-10-16,Winter,2012,Oct,Tuesday,Clear,19.201653,0.460846,55.833299999999994,0.182221,922,6612,7534,Sedang
656,2012-10-17,Winter,2012,Oct,Wednesday,Clear,18.689153,0.450108,69.2917,0.101371,979,6482,7461,Sedang
657,2012-10-18,Winter,2012,Oct,Thursday,Misty,21.4225,0.512625,72.8333,0.236937,1008,6501,7509,Sedang
658,2012-10-19,Winter,2012,Oct,Friday,Misty,23.096653,0.537896,81.5,0.134954,753,4671,5424,Sedang
